code_insee,nom_standard,dep_code,dep_nom,reg_code,reg_nom,population,latitude_mairie,longitude_mairie,niveau_equipements_services_texte,url_wikipedia,priorite_analyse,statut_analyse,derniere_analyse,prochaine_analyse,commentaire_veille
44036,Châteaubriant,44,Loire-Atlantique,52,Pays de la Loire,12260,47.721,-1.376,centre structurant d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Châteaubriant,moyenne,jamais_analysee,,,
44003,Ancenis-Saint-Géréon,44,Loire-Atlantique,52,Pays de la Loire,11600,47.366,-1.177,centre structurant d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Ancenis-Saint-Géréon,moyenne,jamais_analysee,,,
44129,Pontchâteau,44,Loire-Atlantique,52,Pays de la Loire,11474,47.437,-2.09,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Pontchâteau,moyenne,jamais_analysee,,,
44204,Thouaré-sur-Loire,44,Loire-Atlantique,52,Pays de la Loire,11004,47.267,-1.44,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Thouaré-sur-Loire,moyenne,jamais_analysee,,,
44209,Treillières,44,Loire-Atlantique,52,Pays de la Loire,10600,47.33,-1.621,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Treillières,moyenne,jamais_analysee,,,
44015,Blain,44,Loire-Atlantique,52,Pays de la Loire,10376,47.478,-1.767,centre structurant d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Blain,moyenne,jamais_analysee,,,
44009,Basse-Goulaine,44,Loire-Atlantique,52,Pays de la Loire,9679,47.215,-1.469,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Basse-Goulaine,normale,jamais_analysee,,,
44110,Nort-sur-Erdre,44,Loire-Atlantique,52,Pays de la Loire,9570,47.44,-1.501,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Nort-sur-Erdre,normale,jamais_analysee,,,
44195,Savenay,44,Loire-Atlantique,52,Pays de la Loire,9543,47.359,-1.944,centre structurant d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Savenay,normale,jamais_analysee,,,
44212,Vallet,44,Loire-Atlantique,52,Pays de la Loire,9495,47.162,-1.266,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Vallet (Loire-Atlantique),normale,jamais_analysee,,,
44188,Saint-Philbert-de-Grand-Lieu,44,Loire-Atlantique,52,Pays de la Loire,9400,47.038,-1.642,centre structurant d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Philbert-de-Grand-Lieu,normale,jamais_analysee,,,
44198,Les Sorinières,44,Loire-Atlantique,52,Pays de la Loire,9275,47.149,-1.531,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Les Sorinières,normale,jamais_analysee,,,
44194,Sautron,44,Loire-Atlantique,52,Pays de la Loire,8555,47.264,-1.673,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Sautron,normale,jamais_analysee,,,
44084,Le Loroux-Bottereau,44,Loire-Atlantique,52,Pays de la Loire,8552,47.237,-1.349,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Le Loroux-Bottereau,normale,jamais_analysee,,,
44210,Trignac,44,Loire-Atlantique,52,Pays de la Loire,8397,47.318,-2.188,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Trignac,normale,jamais_analysee,,,
44018,Bouaye,44,Loire-Atlantique,52,Pays de la Loire,8343,47.144,-1.694,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Bouaye,normale,jamais_analysee,,,
44052,Donges,44,Loire-Atlantique,52,Pays de la Loire,8219,47.319,-2.074,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Donges,normale,jamais_analysee,,,
44169,Saint-Julien-de-Concelles,44,Loire-Atlantique,52,Pays de la Loire,7883,47.253,-1.386,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Julien-de-Concelles,normale,jamais_analysee,,,
44158,Saint-Étienne-de-Montluc,44,Loire-Atlantique,52,Pays de la Loire,7780,47.274,-1.781,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Étienne-de-Montluc,normale,jamais_analysee,,,
44087,Machecoul-Saint-Même,44,Loire-Atlantique,52,Pays de la Loire,7689,46.992,-1.817,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Machecoul-Saint-Même,normale,jamais_analysee,,,
44213,Loireauxence,44,Loire-Atlantique,52,Pays de la Loire,7587,47.386,-1.032,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Loireauxence,normale,jamais_analysee,,,
44201,Sucé-sur-Erdre,44,Loire-Atlantique,52,Pays de la Loire,7539,47.34,-1.526,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Sucé-sur-Erdre,normale,jamais_analysee,,,
44043,Clisson,44,Loire-Atlantique,52,Pays de la Loire,7452,47.088,-1.278,centre structurant d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Clisson,normale,jamais_analysee,,,
44005,Chaumes-en-Retz,44,Loire-Atlantique,52,Pays de la Loire,7440,47.116,-1.942,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Chaumes-en-Retz,normale,jamais_analysee,,,
44103,Montoir-de-Bretagne,44,Loire-Atlantique,52,Pays de la Loire,7282,47.327,-2.15,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Montoir-de-Bretagne,normale,jamais_analysee,,,
44029,Divatte-sur-Loire,44,Loire-Atlantique,52,Pays de la Loire,7252,47.272,-1.34,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Divatte-sur-Loire,normale,jamais_analysee,,,
44072,Herbignac,44,Loire-Atlantique,52,Pays de la Loire,7224,47.45,-2.316,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Herbignac,normale,jamais_analysee,,,
44186,Sainte-Pazanne,44,Loire-Atlantique,52,Pays de la Loire,7201,47.103,-1.812,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Sainte-Pazanne,normale,jamais_analysee,,,
44130,Pont-Saint-Martin,44,Loire-Atlantique,52,Pays de la Loire,7093,47.124,-1.583,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Pont-Saint-Martin (Loire-Atlantique),normale,jamais_analysee,,,
44066,Grandchamp-des-Fontaines,44,Loire-Atlantique,52,Pays de la Loire,7062,47.364,-1.606,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Grandchamps-des-Fontaines,normale,jamais_analysee,,,
44151,Saint-André-des-Eaux,44,Loire-Atlantique,52,Pays de la Loire,7013,47.314,-2.311,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-André-des-Eaux (Loire-Atlantique),normale,jamais_analysee,,,
44180,Vallons-de-l'Erdre,44,Loire-Atlantique,52,Pays de la Loire,6692,47.525,-1.184,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Vallons-de-l'Erdre,normale,jamais_analysee,,,
44217,Vigneux-de-Bretagne,44,Loire-Atlantique,52,Pays de la Loire,6692,47.327,-1.736,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Vigneux-de-Bretagne,normale,jamais_analysee,,,
44073,Héric,44,Loire-Atlantique,52,Pays de la Loire,6585,47.412,-1.652,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Héric,normale,jamais_analysee,,,
44041,La Chevrolière,44,Loire-Atlantique,52,Pays de la Loire,6539,47.093,-1.613,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:La Chevrolière,normale,jamais_analysee,,,
44101,La Montagne,44,Loire-Atlantique,52,Pays de la Loire,6505,47.192,-1.687,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:La Montagne (Loire-Atlantique),normale,jamais_analysee,,,
44071,Haute-Goulaine,44,Loire-Atlantique,52,Pays de la Loire,6095,47.198,-1.431,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Haute-Goulaine,normale,jamais_analysee,,,
44166,Saint-Jean-de-Boiseau,44,Loire-Atlantique,52,Pays de la Loire,6067,47.196,-1.724,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Jean-de-Boiseau,normale,jamais_analysee,,,
44182,Saint-Michel-Chef-Chef,44,Loire-Atlantique,52,Pays de la Loire,5714,47.182,-2.148,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Michel-Chef-Chef,normale,jamais_analysee,,,
44098,Missillac,44,Loire-Atlantique,52,Pays de la Loire,5709,47.481,-2.159,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Missillac,normale,jamais_analysee,,,
44082,Ligné,44,Loire-Atlantique,52,Pays de la Loire,5693,47.412,-1.376,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Ligné (Loire-Atlantique),normale,jamais_analysee,,,
44179,Saint-Mars-du-Désert,44,Loire-Atlantique,52,Pays de la Loire,5523,47.366,-1.405,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Mars-du-Désert (Loire-Atlantique),normale,jamais_analysee,,,
44128,Plessé,44,Loire-Atlantique,52,Pays de la Loire,5335,47.542,-1.885,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Plessé,normale,jamais_analysee,,,
44120,Le Pellerin,44,Loire-Atlantique,52,Pays de la Loire,5319,47.202,-1.754,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Le Pellerin,normale,jamais_analysee,,,
44175,Saint-Lyphard,44,Loire-Atlantique,52,Pays de la Loire,5304,47.397,-2.31,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Lyphard,normale,jamais_analysee,,,
44067,Guémené-Penfao,44,Loire-Atlantique,52,Pays de la Loire,5243,47.629,-1.834,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Guémené-Penfao,normale,jamais_analysee,,,
44064,Gorges,44,Loire-Atlantique,52,Pays de la Loire,5203,47.101,-1.302,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Gorges (Loire-Atlantique),normale,jamais_analysee,,,
44021,Villeneuve-en-Retz,44,Loire-Atlantique,52,Pays de la Loire,5120,47.044,-1.952,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Villeneuve-en-Retz,normale,jamais_analysee,,,
44163,Vair-sur-Loire,44,Loire-Atlantique,52,Pays de la Loire,4944,47.407,-1.095,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Vair-sur-Loire,normale,jamais_analysee,,,
44187,Saint-Père-en-Retz,44,Loire-Atlantique,52,Pays de la Loire,4894,47.208,-2.044,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Père-en-Retz,normale,jamais_analysee,,,
44211,La Turballe,44,Loire-Atlantique,52,Pays de la Loire,4850,47.346,-2.508,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:La Turballe,normale,jamais_analysee,,,
44081,Legé,44,Loire-Atlantique,52,Pays de la Loire,4817,46.885,-1.596,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Legé,normale,jamais_analysee,,,
44070,La Haie-Fouassière,44,Loire-Atlantique,52,Pays de la Loire,4775,47.156,-1.4,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:La Haie-Fouassière,normale,jamais_analysee,,,
44126,La Plaine-sur-Mer,44,Loire-Atlantique,52,Pays de la Loire,4760,47.138,-2.191,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:La Plaine-sur-Mer,normale,jamais_analysee,,,
44096,Mésanger,44,Loire-Atlantique,52,Pays de la Loire,4724,47.431,-1.229,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Mésanger,normale,jamais_analysee,,,
44030,La Chapelle-des-Marais,44,Loire-Atlantique,52,Pays de la Loire,4492,47.447,-2.243,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:La Chapelle-des-Marais,normale,jamais_analysee,,,
44113,Nozay,44,Loire-Atlantique,52,Pays de la Loire,4292,47.565,-1.627,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Nozay (Loire-Atlantique),normale,jamais_analysee,,,
44135,Le Pouliguen,44,Loire-Atlantique,52,Pays de la Loire,4173,47.27,-2.424,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Le Pouliguen,normale,jamais_analysee,,,
44074,Indre,44,Loire-Atlantique,52,Pays de la Loire,4160,47.2,-1.668,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Indre (Loire-Atlantique),normale,jamais_analysee,,,
44002,Aigrefeuille-sur-Maine,44,Loire-Atlantique,52,Pays de la Loire,4156,47.076,-1.398,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Aigrefeuille-sur-Maine,normale,jamais_analysee,,,
44216,Vieillevigne,44,Loire-Atlantique,52,Pays de la Loire,4150,46.972,-1.435,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Vieillevigne (Loire-Atlantique),normale,jamais_analysee,,,
44149,Saffré,44,Loire-Atlantique,52,Pays de la Loire,4115,47.501,-1.58,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saffré,normale,jamais_analysee,,,
44168,Saint-Joachim,44,Loire-Atlantique,52,Pays de la Loire,4112,47.382,-2.2,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Joachim (Loire-Atlantique),normale,jamais_analysee,,,
44025,Campbon,44,Loire-Atlantique,52,Pays de la Loire,4058,47.412,-1.968,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Campbon,normale,jamais_analysee,,,
44049,Le Croisic,44,Loire-Atlantique,52,Pays de la Loire,4056,47.294,-2.513,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Le Croisic,normale,jamais_analysee,,,
44028,Le Cellier,44,Loire-Atlantique,52,Pays de la Loire,4051,47.326,-1.349,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Le Cellier,normale,jamais_analysee,,,
44056,Fay-de-Bretagne,44,Loire-Atlantique,52,Pays de la Loire,4023,47.414,-1.79,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Fay-de-Bretagne,normale,jamais_analysee,,,
44045,Cordemais,44,Loire-Atlantique,52,Pays de la Loire,4012,47.291,-1.877,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Cordemais,normale,jamais_analysee,,,
44150,Saint-Aignan-Grandlieu,44,Loire-Atlantique,52,Pays de la Loire,3996,47.124,-1.631,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Aignan-Grandlieu,normale,jamais_analysee,,,
44014,Le Bignon,44,Loire-Atlantique,52,Pays de la Loire,3976,47.097,-1.492,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Le Bignon,normale,jamais_analysee,,,
44115,Oudon,44,Loire-Atlantique,52,Pays de la Loire,3904,47.347,-1.284,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Oudon,normale,jamais_analysee,,,
44122,Petit-Mars,44,Loire-Atlantique,52,Pays de la Loire,3888,47.396,-1.457,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Petit-Mars,normale,jamais_analysee,,,
44063,Gétigné,44,Loire-Atlantique,52,Pays de la Loire,3883,47.078,-1.249,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Gétigné,normale,jamais_analysee,,,
44161,Saint-Gildas-des-Bois,44,Loire-Atlantique,52,Pays de la Loire,3860,47.517,-2.037,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Gildas-des-Bois,normale,jamais_analysee,,,
44089,Malville,44,Loire-Atlantique,52,Pays de la Loire,3752,47.356,-1.862,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Malville,normale,jamais_analysee,,,
44223,Geneston,44,Loire-Atlantique,52,Pays de la Loire,3685,47.056,-1.516,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Geneston,normale,jamais_analysee,,,
44068,Guenrouet,44,Loire-Atlantique,52,Pays de la Loire,3673,47.52,-1.955,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Guenrouet,normale,jamais_analysee,,,
44051,Derval,44,Loire-Atlantique,52,Pays de la Loire,3601,47.668,-1.672,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Derval (Loire-Atlantique),normale,jamais_analysee,,,
44137,Prinquiau,44,Loire-Atlantique,52,Pays de la Loire,3591,47.362,-2.015,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Prinquiau,normale,jamais_analysee,,,
44012,La Bernerie-en-Retz,44,Loire-Atlantique,52,Pays de la Loire,3536,47.081,-2.038,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:La Bernerie-en-Retz,normale,jamais_analysee,,,
44155,Saint-Colomban,44,Loire-Atlantique,52,Pays de la Loire,3500,47.011,-1.582,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Colomban (Loire-Atlantique),normale,jamais_analysee,,,
44032,La Chapelle-Heulin,44,Loire-Atlantique,52,Pays de la Loire,3467,47.175,-1.342,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:La Chapelle-Heulin,normale,jamais_analysee,,,
44117,Le Pallet,44,Loire-Atlantique,52,Pays de la Loire,3413,47.14,-1.337,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Le Pallet,normale,jamais_analysee,,,
44094,Mauves-sur-Loire,44,Loire-Atlantique,52,Pays de la Loire,3409,47.297,-1.394,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Mauves-sur-Loire,normale,jamais_analysee,,,
44102,Montbert,44,Loire-Atlantique,52,Pays de la Loire,3388,47.058,-1.488,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Montbert,normale,jamais_analysee,,,
44013,Besné,44,Loire-Atlantique,52,Pays de la Loire,3322,47.396,-2.092,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Besné,normale,jamais_analysee,,,
44185,Saint-Nicolas-de-Redon,44,Loire-Atlantique,52,Pays de la Loire,3311,47.642,-2.068,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Nicolas-de-Redon,normale,jamais_analysee,,,
44061,Frossay,44,Loire-Atlantique,52,Pays de la Loire,3307,47.245,-1.933,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Frossay,normale,jamais_analysee,,,
44145,Rouans,44,Loire-Atlantique,52,Pays de la Loire,3301,47.186,-1.86,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Rouans,normale,jamais_analysee,,,
44033,La Chapelle-Launay,44,Loire-Atlantique,52,Pays de la Loire,3270,47.373,-1.972,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:La Chapelle-Launay,normale,jamais_analysee,,,
44079,Le Landreau,44,Loire-Atlantique,52,Pays de la Loire,3267,47.206,-1.307,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Le Landreau,normale,jamais_analysee,,,
44156,Corcoué-sur-Logne,44,Loire-Atlantique,52,Pays de la Loire,3265,46.964,-1.576,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Corcoué-sur-Logne,normale,jamais_analysee,,,
44176,Saint-Malo-de-Guersac,44,Loire-Atlantique,52,Pays de la Loire,3203,47.351,-2.179,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Saint-Malo-de-Guersac,normale,jamais_analysee,,,
44023,Bouvron,44,Loire-Atlantique,52,Pays de la Loire,3153,47.418,-1.848,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Bouvron (Loire-Atlantique),normale,jamais_analysee,,,
44037,Château-Thébaud,44,Loire-Atlantique,52,Pays de la Loire,3129,47.124,-1.419,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Château-Thébaud,normale,jamais_analysee,,,
44088,Maisdon-sur-Sèvre,44,Loire-Atlantique,52,Pays de la Loire,3095,47.099,-1.385,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Maisdon-sur-Sèvre,normale,jamais_analysee,,,
44054,Erbray,44,Loire-Atlantique,52,Pays de la Loire,3072,47.654,-1.318,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Erbray,normale,jamais_analysee,,,
44038,Chauvé,44,Loire-Atlantique,52,Pays de la Loire,3070,47.151,-1.987,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Chauvé,normale,jamais_analysee,,,
44152,Sainte-Anne-sur-Brivet,44,Loire-Atlantique,52,Pays de la Loire,3063,47.458,-2.006,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Sainte-Anne-sur-Brivet,normale,jamais_analysee,,,
44133,Port-Saint-Père,44,Loire-Atlantique,52,Pays de la Loire,3059,47.134,-1.749,centre local d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Port-Saint-Père,normale,jamais_analysee,,,
44116,Paimbœuf,44,Loire-Atlantique,52,Pays de la Loire,3045,47.289,-2.035,centre intermédiaire d'équipements et de services,https://fr.wikipedia.org/wiki/fr:Paimbœuf,normale,jamais_analysee,,,
